,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
251,8003833,https://www.airbnb.com/rooms/8003833,20240917031409,2024-09-17,city scrape,Bookworm's B&B in BO,"Welcome! The room I rent is part of my PRIVATE home (I live here), so please be respectful.<br />NO LUGGAGE DROP-OFF/STORAGE<br />CHECKIN and CHECKOUT times are after 3pm and by 10am respectively.<br />ALL TAXES ALREADY INCLUDED IN PRICE.","It's a great location. The apartment is situated right above a delicious gelateria (ice-cream shop), a cinese restaurant, a bolognese restaurant, some small grocery stores and an excellent panificio (bakery).<br />It's just a few minutes walk to many bus stops, including the buses that go to the Fiera, as well as being 5 minutes away from Bologna Train Station (Bologna Centrale).",https://a0.muscache.com/pictures/airflow/Hosting-8003833/original/5e6bdb42-965b-4133-b3c3-0e18c554adb5.jpg,1373203,https://www.airbnb.com/users/show/1373203,Ludovica,2011-11-05,"Bologna, Italy",,within a few hours,90%,83%,t,https://a0.muscache.com/im/pictures/user/User-1373203/original/18688056-e804-4f27-abc8-d79606538ac5.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-1373203/original/18688056-e804-4f27-abc8-d79606538ac5.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Bologna, Emilia-Romagna, Italy",Porto - Saragozza,,44.50051967574368,11.343240897585195,Private room in condo,Private room,2,1.0,1 private bath,1.0,1.0,"[""Bed linens"", ""Essentials"", ""Cleaning products"", ""Exercise equipment: free weights, yoga mat"", ""Oven"", ""Dishwasher"", ""Iron"", ""Body soap"", ""Coffee maker: espresso machine"", ""Private patio or balcony"", ""Board games"", ""Extra pillows and blankets"", ""Wifi"", ""Children\u2019s books and toys for ages 5-10 years old and 10+ years old"", ""Wine glasses"", ""Refrigerator"", ""Lock on bedroom door"", ""Bathtub"", ""Hot water"", ""Conditioner"", ""Shampoo"", ""Room-darkening shades"", ""Dishes and silverware"", ""Toaster"", ""Baking sheet"", ""Cooking basics"", ""Freezer"", ""Dedicated workspace"", ""Ceiling fan"", ""Books and reading material"", ""Smoking allowed"", ""Electric stove"", ""Host greets you"", ""Shower gel"", ""Coffee"", ""Bidet"", ""Microwave"", ""Central heating"", ""Elevator"", ""Hair dryer"", ""Bluetooth sound system"", ""Kitchen"", ""Bread maker"", ""Blender""]",$68.00,1,7,1,2,7,7,1.0,7.0,,t,1,7,7,7,2024-09-17,178,56,1,2015-09-27,2024-09-08,4.97,4.98,4.99,4.97,4.98,4.96,4.9,IT037006C1S2GRZJ85,f,2,1,1,0,1.63
254,8135819,https://www.airbnb.com/rooms/8135819,20240917031409,2024-09-17,city scrape,Cozy Single Room in the old town,"Room for single or double use, in the center of Bologna, with private bathroom. It can accommodate up to two people in two single beds<br />TO ACCESS THE STRUCTURE ALL GUESTS MUST PROVIDE THE IDENTITY DOCUMENTS REQUIRED BY THE HOST.<br />Art. 109 of the TULPS (Consolidated Law on Public Safety).<br />THE USE OF THE KITCHEN IS PERMITTED FROM 7:00 TO 21:30.<br />USE IS SUBJECT TO TIDING UP AND CLEANING THE OBJECTS USED.","Calm neighborhood, located in the old town surrounded by shops and typical Bolognese restaurants. The area is well served by public transports.",https://a0.muscache.com/pictures/2f757b55-66a3-45c9-9243-b77d459627b0.jpg,42963739,https://www.airbnb.com/users/show/42963739,Simona,2015-08-31,"Bologna, Italy",,within a few hours,100%,100%,t,https://a0.muscache.com/im/pictures/user/b2e93fea-784e-46d9-aa2a-d49f28ffaeb2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b2e93fea-784e-46d9-aa2a-d49f28ffaeb2.jpg?aki_policy=profile_x_medium,,4,5,"['email', 'phone']",t,t,"Bologna, Emilia-Romagna, Italy",Santo Stefano,,44.49065,11.35587,Private room in vacation home,Private room,2,1.0,1 private bath,1.0,2.0,"[""Bed linens"", ""Breakfast"", ""Hangers"", ""Stove"", ""Essentials"", ""Oven"", ""Dishwasher"", ""Iron"", ""Heating"", ""Extra pillows and blankets"", ""Wifi"", ""Refrigerator"", ""Paid parking off premises"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Cooking basics"", ""Self check-in"", ""Single level home"", ""Keypad"", ""Microwave"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Coffee maker""]",$86.00,1,30,1,1,30,30,1.0,30.0,,t,0,0,0,251,2024-09-17,138,4,0,2015-09-20,2024-05-05,4.87,4.88,4.93,4.93,4.9,4.88,4.75,,f,4,1,3,0,1.26
255,8159300,https://www.airbnb.com/rooms/8159300,20240917031409,2024-09-17,city scrape,Comfortable Double Room in the town center,"Room with private bathroom, for single, double or triple use in the center of Bologna. Available up to three people according to needs.<br />TO ACCESS THE STRUCTURE ALL GUESTS MUST PROVIDE THE IDENTITY DOCUMENTS REQUIRED BY THE HOST.<br />Art. 109 of the TULPS (Consolidated Law on Public Safety).<br /><br />THE USE OF THE KITCHEN IS PERMITTED FROM 7:00 TO 21:30.<br />USE IS SUBJECT TO THE TIDING UP AND CLEANING OF THE USED OBJECTS.","Calm neighborhood, located in the old town surrounded by shops and typical Bolognese restaurants. The area is well served by public transports.",https://a0.muscache.com/pictures/34c3e4ca-9c56-437c-b855-9e75ccce51bc.jpg,42963739,https://www.airbnb.com/users/show/42963739,Simona,2015-08-31,"Bologna, Italy",,within a few hours,100%,100%,t,https://a0.muscache.com/im/pictures/user/b2e93fea-784e-46d9-aa2a-d49f28ffaeb2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b2e93fea-784e-46d9-aa2a-d49f28ffaeb2.jpg?aki_policy=profile_x_medium,,4,5,"['email', 'phone']",t,t,"Bologna, Emilia-Romagna, Italy",Santo Stefano,,44.49066,11.35589,Private room in vacation home,Private room,3,1.0,1 private bath,1.0,1.0,"[""Keypad"", ""Bed linens"", ""Cooking basics"", ""Iron"", ""Dryer"", ""Breakfast"", ""Shampoo"", ""TV"", ""AC - split type ductless system"", ""Heating"", ""Extra pillows and blankets"", ""Wifi"", ""Self check-in"", ""Hair dryer"", ""Hangers"", ""Paid parking off premises"", ""Essentials""]",$110.00,1,10,1,1,10,10,1.0,10.0,,t,0,0,0,251,2024-09-17,74,2,0,2015-11-16,2023-09-29,4.88,4.9,4.9,4.97,4.86,4.84,4.73,,f,4,1,3,0,0.69
257,8205455,https://www.airbnb.com/rooms/8205455,20240917031409,2024-09-17,city scrape,"Stanza in trilocale, a due passi dalla Fiera","A cosy room in a bright flat. Bologna Fair just a few minutes' walk away, convenient services (supermarket, tobacconist, pizzeria..), centre of Bologna within bus reach, close to ring road and motorway exits. Desk and sofa bed in room, large shared living area with equipped kitchen and sofa bed. TV 49"", dishwasher and air conditioner available! In the flat I live with my boyfriend, both quiet and sociable workers :-)",,https://a0.muscache.com/pictures/airflow/Hosting-8205455/original/2499a1f5-cf2e-40bd-9e9a-5a0db4c7e047.jpg,32688743,https://www.airbnb.com/users/show/32688743,Rosanna,2015-05-05,"Bologna, Italy","Un'essenziale backpacker.

Viaggio per scappare dal computer, ricaricarmi con nuovi stimoli e creatività, conoscere città e persone.

Amo la musica, i musei, immergermi nella natura e pure le salite.

Ah! Se mi date una barca, io inizio a remare :)",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/1ff92c44-213a-480f-b4f4-f7521df40d04.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1ff92c44-213a-480f-b4f4-f7521df40d04.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone', 'work_email']",t,t,,San Donato - San Vitale,,44.50677,11.37174,Private room in condo,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Bed linens"", ""Dining table"", ""Paid parking on premises"", ""Exercise equipment: yoga mat"", ""Breakfast"", ""Essentials"", ""Cleaning products"", ""Oven"", ""Private patio or balcony"", ""Dishwasher"", ""Iron"", ""Body soap"", ""Ethernet connection"", ""Board games"", ""Heating"", ""Sun loungers"", ""Wine glasses"", ""Refrigerator"", ""Lock on bedroom door"", ""Drying rack for clothing"", ""Hot water"", ""Conditioner"", ""Shampoo"", ""Dishes and silverware"", ""Rice maker"", ""Baking sheet"", ""Mosquito net"", ""First aid kit"", ""Fast wifi \u2013 355 Mbps"", ""Cooking basics"", ""Freezer"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Books and reading material"", ""Electrolux induction stove"", ""Host greets you"", ""Laundromat nearby"", ""Shower gel"", ""Coffee"", ""Bidet"", ""Microwave"", ""Outdoor furniture"", ""Hair dryer"", ""Kitchen"", ""Air conditioning"", ""Blender""]",$40.00,3,7,3,3,1125,1125,3.0,1125.0,,t,3,14,22,22,2024-09-17,48,21,1,2022-09-24,2024-08-24,4.96,4.96,4.88,4.85,4.96,4.71,4.81,,t,1,0,1,0,1.99
259,8242546,https://www.airbnb.com/rooms/8242546,20240917031409,2024-09-17,city scrape,Cà del Genio: cameretta con vista,"The room offers a 5-minute drive from the 2 towers an incredible taste of the countryside, all the comforts and an amazing view","on the cuckoo of the Observance hill, the countryside surrounds us! The hills with their colors are the favorite destination of walks of the city's inhabitants during the beautiful days.",https://a0.muscache.com/pictures/5a32923d-03cb-436c-bcad-7e3dc5ac1b93.jpg,30832857,https://www.airbnb.com/users/show/30832857,Lorenzo,2015-04-08,"Bologna, Italy","Sono un viticoltore che si occupa anche di giardini, api, produzione di ortaggi, enologia e arte culinaria! Dopo il Liceo ho trascorso diversi anni in Francia, dove ho frequentato corsi di alta formazione di  cucina, viticoltura, enologia. Ho poi lavorato in Borgogna come tecnico della vigna e consulente presso famose aziende viticole. Sono ritornato in Italia per amore, con il progetto di piantare una vigna tutta mia per poterne un giorno assaporare i frutti! Anche questo rappresenta il podere di Ca' del Genio, per me, mia moglie Marta e le nostre bimbe Irene e Nora.

I’m Lorenzo, I am a viticulturist but I am also involved in gardening, apiculture, vegetable production, wine and culinary art! After high school I spent several years in France, where I attended advanced training courses in cooking, viticulture, enology. I then worked in Burgundy vineyards as technical consultant for famous wine estates. I came back to Italy for love, with the dream to plant a vineyard my own, for one day enjoy its fruits! This is what also represents the estate of Ca' del Genio for me and for my wife Marta and our daughters Irene and Nora
",within an hour,100%,100%,t,https://a0.muscache.com/im/users/30832857/profile_pic/1435429271/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/30832857/profile_pic/1435429271/original.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone']",t,t,"Bologna, Emilia-Romagna, Italy",Santo Stefano,,44.48,11.32414,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,"[""Bed linens"", ""Shared backyard \u2013 Fully fenced"", ""Hangers"", ""High chair"", ""Essentials"", ""Indoor fireplace: wood-burning"", ""Oven"", ""Dishwasher"", ""Iron"", ""Heating"", ""Wifi"", ""Crib"", ""Free parking on premises"", ""Refrigerator"", ""Lock on bedroom door"", ""Hot water"", ""Pack \u2019n play/Travel crib"", ""Shampoo"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Park view"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Self check-in"", ""Shared patio or balcony"", ""Smoke alarm"", ""Smoking allowed"", ""Garden view"", ""Hammock"", ""Outdoor dining area"", ""Washer"", ""Long term stays allowed"", ""Children\u2019s books and toys"", ""Free dryer \u2013 In unit"", ""Pets allowed"", ""Outdoor furniture"", ""BBQ grill"", ""Hair dryer"", ""Building staff"", ""Valley view"", ""Kitchen"", ""Carbon monoxide alarm"", ""Coffee maker""]",$75.00,1,99,1,1,99,99,1.0,99.0,,t,0,0,0,74,2024-09-17,102,9,1,2015-09-23,2024-09-11,4.89,4.95,4.9,4.92,4.93,4.85,4.86,,t,2,0,2,0,0.93
261,8266894,https://www.airbnb.com/rooms/8266894,20240917031409,2024-09-17,city scrape,Apartments Luca's Garden Free Car Park,"This brand new two-room apt is ideally located in a private garden (shared with us, but you'll have your own space to eat outside!), very close to Bologna's nicest park and to the town center (5 mn by bus, or 10-15 min walk). In front of the entrance door there's the living room, with a kitchenette, the TV and a Sofa-bed a big bed, and a cupboard to store your belongings. The bathroom has got a large shower with a super nice glass shower-box.","The accommodation is located in one of the most exclusive reserved areas of Bologna a few steps from the green of the Margherita gardens and from Porta Castiglione and<br />we are outside the ZTL zone.  <br />Carrefour Express at 600 meters open 24 hours/ 24 hours.<br />Porta Castiglione could be called the ""Gate of the canals"" because next to it entered the city the Savena canal which with its branches provided hydraulic energy and its driving force to dozens and dozens of factories in which both wool and silk worked. It was built in the thirteenth century and renovated several times during the fourteenth, in particular between and 1403.  To bring it to its current appearance, there was also a restoration promoted by the Municipality in 1850.<br />Porta Castiglione was not mentioned in the Descriptio of Cardinal Anglico in 1371, probably because it was temporarily inactive.",https://a0.muscache.com/pictures/42d34e54-f364-4da9-acd5-4cbfb596313b.jpg,20276253,https://www.airbnb.com/users/show/20276253,Luca,2014-08-19,"Bologna, Italy","Hi! We (Luca & Maria) are a married couple who enjoys travelling, swimming, sport, animals and...our city: Bologna!
As we ourselves have used Airbnb and other similar websites in order to find accomodations during our trips, we have a fairly clear picture of what we'd like to have in a rented apartment, and what we expect. We try to give our guests the things that are most dear to us: a warm welcome, comforts,  and...breakfast! We hope you'll find yourselves at home!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/d893cef6-3b9e-4e79-af4b-960397bbe607.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d893cef6-3b9e-4e79-af4b-960397bbe607.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Bologna, Emilia-Romagna, Italy",Santo Stefano,,44.48342,11.34851,Private room in bed and breakfast,Private room,4,1.0,1 private bath,0.0,4.0,"[""Private backyard \u2013 Fully fenced"", ""Bed linens"", ""Dining table"", ""Window guards"", ""Central air conditioning"", ""Fire extinguisher"", ""Clothing storage: closet"", ""Hangers"", ""High chair"", ""Air fryer 5 litri single oven"", ""Essentials"", ""Hot water kettle"", ""Cleaning products"", ""35 inch HDTV with Amazon Prime Video, Disney+, Fire TV, Netflix, standard cable"", ""Fast wifi \u2013 58 Mbps"", ""Free driveway parking on premises \u2013 1 space"", ""Private patio or balcony"", ""Coffee maker: espresso machine"", ""Iron"", ""Body soap"", ""Paid street parking off premises"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Private entrance"", ""Wine glasses"", ""Crib"", ""Courtyard view"", ""Toaster"", ""Refrigerator"", ""Outdoor playground"", ""Hot water"", ""Conditioner"", ""Shampoo"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Pack \u2019n play/Travel crib"", ""Park view"", ""Mosquito net"", ""First aid kit"", ""Cooking basics"", ""Dishes and silverware"", ""Mini fridge"", ""Freezer"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Smoke alarm"", ""Smoking allowed"", ""Free dryer \u2013 In building"", ""Garden view"", ""Host greets you"", ""Children\u2019s dinnerware"", ""Outdoor dining area"", ""Single level home"", ""Shower gel"", ""Arcade games"", ""Long term stays allowed"", ""Baby bath"", ""Children\u2019s books and toys"", ""Bidet"", ""Coffee"", ""Baby monitor"", ""Microwave"", ""Pets allowed"", ""Outdoor furniture"", ""Hair dryer"", ""Game console: Xbox One"", ""Radiant heating"", ""Kitchen"", ""Induction stove"", ""Blender""]",$153.00,3,30,1,3,1125,1125,3.0,1125.0,,t,13,43,73,156,2024-09-17,246,20,0,2015-10-01,2024-08-01,4.89,4.93,4.93,4.98,4.95,4.86,4.8,IT037006C1UD986D5S,f,1,0,1,0,2.25
263,8323255,https://www.airbnb.com/rooms/8323255,20240917031409,2024-09-17,city scrape,MANSARDA *Sakura* IN PIENO CENTRO STORICO -Bologna,"The apartment is very bright and quiet (overlooking two pretty private gardens), with fine finishes, parquet and exposed beams, it is cared for in every detail. It is located between the two main arteries of the city, Via San Vitale and Strada Maggiore, very close to various taverns, bars and restaurants. <br />In the house you go without shoes :) The bathroom is shared.<br />I look forward to seeing you!","San Vitale is a neighborhood full of taverns, bars, restaurants. It's a well-stocked area with public transport. Nearest car parks<br /> are<br />• in Piazza Trento Trieste, for a fee (7’ walk from the apartment,)<br />• in Via Dante, for a fee <br />(5 minutes from the apartment)<br />• in Via Belmeloro, for a fee <br />(3 minutes from the apartment)<br />Other destinations:<br /> the train station is a 20’walk, the Asinelli Towers a 5’ walk. In the street there are really good restaurants and taverns: ""Osteria delle Sette Chiese”,  ""Osteria Broccaindosso"" (typical Bolognese cuisine and more),  <br />""Da Maro"" and “Pane e Panelle” (Sicilian cuisine).<br />Buses 32, 33, 25 (from the Railway Station), bring very close to the apartment in a short time.<br /><br />However, the guest will be left with a sheet with more precise information on tourist destinations and places of refreshment",https://a0.muscache.com/pictures/0d6424c2-8c5d-4fc7-90b4-286ffc1ccfda.jpg,43744254,https://www.airbnb.com/users/show/43744254,Alma,2015-09-09,"Bologna, Italy","Sono una violinista, la musica e le arti visive hanno sempre avuto un centrale valore nella mia crescita. Amo la filosofia, e la poesia e l’acqua in ogni sua forma, specie quando scorre, la psicanalisi, e il buon cinema, nonché il buon vino e le passeggiate - lunghe e solitarie- Lavoro come insegnante e come musicista in orchestra e piccoli ensemble. ",within a few hours,100%,22%,f,https://a0.muscache.com/im/users/43744254/profile_pic/1441967018/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/43744254/profile_pic/1441967018/original.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone']",t,t,"Bologna, Emilia-Romagna, Italy",Santo Stefano,,44.49184,11.35523,Private room in loft,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Bed linens"", ""Paid parking on premises"", ""Essentials"", ""Cleaning products"", ""City skyline view"", ""Piano"", ""Body soap"", ""Heating"", ""Extra pillows and blankets"", ""Wifi"", ""Courtyard view"", ""Hot water"", ""Luggage dropoff allowed"", ""Shampoo"", ""Room-darkening shades"", ""Ceiling fan"", ""Shared patio or balcony"", ""Books and reading material"", ""Smoking allowed"", ""Record player"", ""Garden view"", ""Washer"", ""Shower gel"", ""Cleaning available during stay"", ""Bidet"", ""Hair dryer"", ""Air conditioning"", ""Coffee maker""]",$81.00,1,15,1,1,15,15,1.0,15.0,,t,25,55,85,360,2024-09-17,42,4,0,2015-09-29,2024-03-24,4.31,4.6,4.31,4.45,4.57,4.67,4.17,,f,2,1,1,0,0.38
268,8502257,https://www.airbnb.com/rooms/8502257,20240917031409,2024-09-17,city scrape,Cosy and central room  with private bathroom,"Double/single room  in a delightful and friendly apartment (Borgo Masini) with bathroom for exclusive use. Located 10 minutes walk from the station, the center and the university area. 15 minute walk from the fair. Free Wifi.<br /><br />Rent a double bedroom for single use in a cozy and delicious apartment ( Borgo Masini - Porta Mascarella) with bathroom for exclusive use. Located 10 minutes walk from the station, downtown and university area. 15 minutes walk from the fair.","The apartment is located in a strategic area (Porta Mascarella - Viale Masini - in the residential complex of Borgo Masini) 10 minutes walk from the Central Station and 200 meters from Via Indipendenza, renowned shopping street that reaches Piazza Maggiore and the Two Towers, the heart of the historic center of Bologna. Also close to the exit of the ring road, the fair, the university and a few steps from the nightlife areas.",https://a0.muscache.com/pictures/111363698/f6de53a3_original.jpg,39843959,https://www.airbnb.com/users/show/39843959,Alessandra,2015-07-28,"Bologna, Italy",Sono una persona solare ed ospitale. Amo viaggiare e fare nuove amicizie. ,within a few hours,80%,29%,f,https://a0.muscache.com/im/users/39843959/profile_pic/1438112062/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/39843959/profile_pic/1438112062/original.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,"Bologna, Emilia-Romagna, Italy",Santo Stefano,,44.50405,11.3527,Private room in condo,Private room,2,1.0,1 private bath,1.0,0.0,"[""Dedicated workspace"", ""Shampoo"", ""TV"", ""Heating"", ""Wifi"", ""Elevator"", ""Air conditioning"", ""Hot water"", ""Essentials""]",$131.00,2,10,2,2,10,10,2.0,10.0,,t,26,56,86,361,2024-09-17,8,0,0,2015-10-02,2017-04-05,4.88,5.0,5.0,5.0,5.0,4.57,5.0,,f,1,0,1,0,0.07
269,8630595,https://www.airbnb.com/rooms/8630595,20240917031409,2024-09-17,city scrape,Luminosa stanza in Zona Mambo,"In the apartment/loft consists of entrance/kitchen/relaxation corner and bathroom with bathtub available a bright single room with double bed and parquet floor. The location is very convenient, 10 min. walk from the two towers easy parking.","The area is called ""Arts Manufacturing"": for lovers of culture, art and cinema it is an excellent starting point.",https://a0.muscache.com/pictures/55a90809-5a21-49d5-a42f-ad38eb35c619.jpg,16369622,https://www.airbnb.com/users/show/16369622,Isabella,2014-06-04,"Bologna, Italy",,within a day,67%,71%,f,https://a0.muscache.com/im/users/16369622/profile_pic/1402056129/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/16369622/profile_pic/1402056129/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Bologna, Emilia-Romagna, Italy",Porto - Saragozza,,44.50574,11.33151,Private room in loft,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Bed linens"", ""Paid parking on premises"", ""Paid washer"", ""Hangers"", ""Clothing storage: closet and dresser"", ""Essentials"", ""Cleaning products"", ""Iron"", ""Body soap"", ""Heating"", ""Extra pillows and blankets"", ""Bathtub"", ""Drying rack for clothing"", ""Hot water"", ""Conditioner"", ""Room-darkening shades"", ""Shampoo"", ""Dedicated workspace"", ""Books and reading material"", ""Host greets you"", ""Laundromat nearby"", ""Shower gel"", ""Cleaning available during stay"", ""Long term stays allowed"", ""Bidet"", ""Hair dryer""]",$65.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,23,53,83,83,2024-09-17,252,25,0,2015-10-19,2024-06-30,4.83,4.88,4.9,4.92,4.91,4.75,4.74,,f,1,0,1,0,2.32
272,8683879,https://www.airbnb.com/rooms/8683879,20240917031409,2024-09-17,city scrape,camera matrimoniale con bagno condiviso,"Cozy room with 1/2/3 single beds/or 1 S. + 1 Matr., balcony, heating, shared bathroom and breakfast. Smart TV, mini fridge, Wi-Fi. € 45 x1, 75x2, 90x3. Double room with shared bathroom, satellite TV, mini fridge, Wi-Fi. € 65.","1.5 km from the ring road, 1.5 km from the central station,  5 km from the airport, 2.5 km from downtown, 1 km from the CNR, 300 metres from the Revenue Agency.",https://a0.muscache.com/pictures/231dbe28-047f-4622-9276-c27e13610af2.jpg,45600045,https://www.airbnb.com/users/show/45600045,Eunice,2015-10-02,"Bologna, Italy",,,,100%,f,https://a0.muscache.com/im/pictures/user/User-45600045/original/fb86c47e-b8b2-47f3-aa07-9b60cb9990cc.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-45600045/original/fb86c47e-b8b2-47f3-aa07-9b60cb9990cc.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Bologna, Emilia-Romagna, Italy",Navile,,44.52045,11.3284,Private room in bed and breakfast,Private room,2,1.0,1 private bath,1.0,1.0,"[""Bed linens"", ""Dryer"", ""Breakfast"", ""TV with standard cable"", ""Hangers"", ""Essentials"", ""Ethernet connection"", ""Heating"", ""Extra pillows and blankets"", ""Wifi"", ""Free parking on premises"", ""Refrigerator"", ""Free street parking"", ""Lock on bedroom door"", ""Hot water"", ""Shampoo"", ""Room-darkening shades"", ""First aid kit"", ""Dedicated workspace"", ""Pocket wifi"", ""Washer"", ""Long term stays allowed"", ""Elevator"", ""Hair dryer"", ""Window AC unit""]",$90.00,2,15,2,2,1125,1125,2.0,1125.0,,t,0,0,0,21,2024-09-17,9,1,0,2015-10-11,2023-12-10,5.0,4.89,5.0,4.89,5.0,4.33,5.0,,t,2,0,2,0,0.08
